sample	origin_pop	origin_type	treatment_pop	treatment_type	code	comparison_type	comparison_pop	comparison_3levels	F_FW_rosette	F_FW_aboveground_tot	F_FW_root	F_DW_rosette	F_DW_aboveground_tot	F_DW_root	F_RGR_max	F_WC1	F_WC2	F_LMA	F_fvfm	F_PIabs	F_Zn_S	F_Cd_S	F_Pb_S	F_Mg_S	F_Ca_S	F_K_S	F_Na_S	F_Cu_S	F_Fe_S	F_P_S	F_Zn_R	F_Cd_R	F_Pb_R	F_Mg_R	F_Ca_R	F_K_R	F_Na_R	F_Cu_R	F_Fe_R	F_P_R	F_rosette_hight	F_stem_nr	F_max_stem_length	F_epid_up	F_mes	F_epid_low	F_whole_leaf	F_cuti_up	F_cuti_low	F_stom_size_up_la	F_stom_size_up_sa	F_stom_area_up	F_stom_size_low_la	F_stom_size_low_sa	F_stom_area_low	F_stom_dens_low	F_stom_dens_up	F_palisade_long	F_palisade_short	F_trich_dens_up	F_trich_dens_low	F_whole_leaf_added	F_epid_up_propa	F_mes_propa	F_epid_low_propa	F_protection	F_assim_protection_prop	F_epid_up_propb	F_mes_propb	F_epid_low_propb	F_palisade_index	F_pollen_n_alive	F_pollen_n_dead	F_pollen_n_degen	F_pollen_n_deaddegen	F_pollen_n_all	F_pollen_viability_perc	F_pollen_dead_perc	F_pollen_degen_perc	F_pollen_deaddegen_perc	F_pollen_diameter
NM_PL14_126	NM_PL14	NM	M_PL22	M	NM_PL14_126_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.000993472	80.05427408	4.014	0.011868877	0.806	1.9935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666667	13	37.33333333	24.7749995	156.5300065	17.8450005	184.324997	0.565	0.665	17.17666642	14.39416667	195.1790916	16.89416667	14.18416667	189.514214	367.6470588	350.140056	55.1749995	34.4449995	0	0	199.1500065	0.134409331	0.849206614	0.096812699	42.62	3.672689031	0.124403709	0.785990466	0.089605824	1.601829011	186	18.5	4	22.5	208.5	89.21	8.87	1.92	10.79136691	15.1325
NM_PL14_126	NM_PL14	NM	M_PL27	M	NM_PL14_126_M_PL27	allopatric	allopatric	far_allopatric	11.655	11.655	2.232	1.838	1.838	0.407	0.039664496	86.45833333	6.385	0.002493832	0.811	2.4343	14770	58.8	239	5832	13477	18249	19	3.5	1066.05	0.15	3728	26	553.6	2951	3476	13893	30	5.8	236.275	0.11	3.333333333	19	61.66666667	13.455	116.7900005	12.4	141.9100035	0.565	0.73	16.9458335	14.50166667	192.5030944	19.28916683	14.79749983	224.2780568	70.0280112	297.6190476	35.9799995	21.8600005	0	0	142.6450005	0.094813612	0.822986383	0.087379323	25.855	4.517114697	0.094325072	0.818745838	0.086929089	1.645928576	530	10	6	16	546	97.07	1.83	1.1	2.93040293	15.645
NM_PL14_126	NM_PL14	NM	NM_PL14	NM	NM_PL14_126_NM_PL14	sympatric	sympatric	sympatric	26.931	105.089	1.456	2.624	12.668	0.334	0.032031383	88.52913969	7.718	0.003770623	0.836666667	3.7267	10632	27.5	1.6	4279	17505	19982	87	7.7	2080.779	0.38	5634	17.5	1.3	1611	6786	17288	47	7.4	1403.5805	0.34	1	11	38	20.9449995	93.200001	16.7000005	123.459999	0.585	0.585	18.6943749	14.2727084	210.5971438	16.85833333	14.29166667	190.8516359	227.5910364	227.5910364	37.4499995	28.465	0	0	130.845001	0.169650086	0.754900387	0.135266488	37.645	2.47576042	0.160074893	0.712293174	0.127631934	1.315650782	906	30	65.5	95.5	1001.5	90.46	3	6.54	9.535696455	16.47666667
NM_PL14_126	NM_PL14	NM	NM_PL35	NM	NM_PL14_126_NM_PL35	sympatric	allopatric	near_allopatric	9.25	9.25	0.802	1.1961	1.1961	0.1948	0.045576864	84.07821229	5.281	0.008427752	0.79	1.4823	3526	7.7	1.5	5140	9835	19847	33	4.3	1179.864	0.46	3107	4.2	2.8	1376	2425	8979	114	6.1	432.5835	0.28	0.5	33	41	22.0149995	143.7249985	18.7049995	175.3050005	0.7	0.605	17.47833333	14.355	197.8237201	18.46666692	15.24916658	223.2296376	350.140056	297.6190476	45.01	32.7250005	0	0	184.4449975	0.125581127	0.81985681	0.106699749	40.719999	3.529592388	0.119358073	0.779229583	0.101412344	1.375401049	605	27	2	29	634	95.43	4.26	0.32	4.574132492	18.74
NM_PL14_127	NM_PL14	NM	M_PL22	M	NM_PL14_127_M_PL22	allopatric	allopatric	far_allopatric	0.672	0.672	0.41	0.1529	0.1529	0.0824	0.016074141	79.73856209	3.935	0.011807831	0.788	0.818	10122	53.1	551	4945	12771	12049	53	12.6	7655.626	0.41	3239	141.7	287.9	2111	7199	8552	71	14.6	3161.8925	0.21	0.333333333	3.333333333	12	16.2299995	91.165001	16.2300005	114.494999	0.525	0.56	15.63999992	13.30666667	163.990599	14.55166667	12.15916667	139.0363207	227.5910364	385.1540616	28.2	19.5649995	0	0	123.625001	0.141752912	0.796235659	0.141752921	32.46	2.808533611	0.13128412	0.737431751	0.131284128	1.441349385	168	10	5	15	183	91.8	5.46	2.73	8.196721311	16.08666667
NM_PL14_127	NM_PL14	NM	M_PL27	M	NM_PL14_127_M_PL27	allopatric	allopatric	far_allopatric	0.941	0.941	1.218	0.126	0.126	0.172	0.044744169	76.8488746	3.319	0.002507065	0.7445	1.1628	18287	122.1	677.9	11111	28451	12586	42	3.6	4227.657	0.22	3417	84.3	1276.2	3266	6245	7433	50	4	919.3115	0.07	4.833333333	20	51.66666667	21.205	88.4400025	15.6250005	123.6150015	0.725	0.52	16.08999992	14.61666683	185.6777744	17.51916675	13.7075	189.4613315	245.0980392	367.6470588	22.14	18.7200005	0	0	125.270003	0.171540669	0.715447166	0.12640052	36.8300005	2.401303321	0.169274363	0.705995054	0.124730583	1.182692276	599	21	1	22	621	96.46	3.38	0.16	3.542673108	16.19166667
NM_PL14_127	NM_PL14	NM	NM_PL14	NM	NM_PL14_127_NM_PL14	sympatric	sympatric	sympatric	10.409	14.592	0.865	1.232	2.272	0.274	0.026970773	88.27877508	7.532	0.003036948	0.835	0.778	9167	36	1.4	3654	14571	17583	75	6	1675.701	0.48	3824	22.4	0.9	840	2866	9873	37	6.9	607.453	0.3	1.666666667	22.33333333	30.33333333	22.445001	117.045002	19.844999	146.7750015	0.645	0.53	15.85041658	13.96249992	175.3958561	16.05333333	13.95	176.0196928	245.0980392	245.0980392	38.1200005	29.1800005	0	0	159.335002	0.152921143	0.797445074	0.135206941	42.29	2.767675621	0.140866732	0.73458437	0.124548899	1.306374224	840	24	11	35	875	96	2.74	1.26	4	18.84
NM_PL14_127	NM_PL14	NM	NM_PL35	NM	NM_PL14_127_NM_PL35	sympatric	allopatric	near_allopatric	3.883	3.883	1.732	0.5806	0.5806	0.398	0.02148955	74.06143345	2.855	0.006986756	0.751	0.481	1097	7	1.1	2061	7773	18952	42	3.2	1011.336	0.42	906	7.3	1.1	1184	4942	7258	67	3.5	612.959	0.24	1	24.5	57	23.2750005	96.625	16.23	129.5699995	0.705	0.715	17.48333342	14.55166675	200.3159217	16.62833342	14.01666658	184.9256235	245.0980392	192.5770308	38.6200005	28.6399995	0	0	136.1300005	0.179632636	0.745735899	0.125260477	39.5050005	2.445892894	0.170976276	0.709799454	0.11922427	1.348463728	318.5	159	25	184	502.5	63.38	31.64	4.98	36.61691542	15.16
NM_PL14_128	NM_PL14	NM	M_PL22	M	NM_PL14_128_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.01916205	NA	NA	NA	0.736	0.8708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666667	12	15	14.6249995	94.2249985	13.645	117.029999	0.555	0.54	16.96416658	13.80916667	184.5618849	16.92750008	13.78083333	183.6829867	192.5770308	297.6190476	27.2250005	20.9949995	NA	NA	122.494998	0.124967954	0.805135429	0.116594037	28.2699995	3.333038563	0.119392626	0.76921507	0.111392304	1.296737373	371.5	0	0	0	371.5	100	0	0	0	14.3825
NM_PL14_128	NM_PL14	NM	M_PL27	M	NM_PL14_128_M_PL27	allopatric	allopatric	far_allopatric	0.304	0.304	0.423	0.074	0.074	0.2104	0.04125841	92.55319149	12.429	0.002009688	0.802666667	1.316	22529	109	98.3	7953	20488	19787	141	7.1	1585.418	0.37	7645	42.7	69.7	1832	4211	11757	32	8.8	317.3185	0.24	5	21.33333333	49	24.33	140.6100005	16.8	173.9799955	0.755	0.57	19.19333317	14.76083342	222.4572812	19.29916667	14.01583325	212.34454	140.0560224	280.1120448	40.4850005	33.1600005	0.067172048	0	181.7400005	0.139843664	0.808196368	0.096562826	41.13	3.418672514	0.133872565	0.773687686	0.092439749	1.22089867	725	9	2	11	736	98.51	1.22	0.27	1.494565217	17.53166667
NM_PL14_128	NM_PL14	NM	NM_PL14	NM	NM_PL14_128_NM_PL14	sympatric	sympatric	sympatric	NA	NA	NA	NA	NA	NA	0.015316363	NA	NA	NA	0.832	1.7795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	29.66666667	52.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	744	5	1	6	750	99.2	0.67	0.13	0.8	16.295
NM_PL14_128	NM_PL14	NM	NM_PL35	NM	NM_PL14_128_NM_PL35	sympatric	allopatric	near_allopatric	5.583	6.74	3.711	0.8611	1.0986	0.9418	0.022827046	75.8041958	3.133	0.007883638	0.792333333	1.136	2017	14.1	0.7	1939	7023	17689	35	3.4	534.318	0.3	1650	10.7	0.5	900	5128	7611	78	3.2	107.373	0.14	0	34.33333333	45.33333333	22.504999	127.5	18.9899995	164.1650005	0.55	0.66	18.78416658	15.38583333	227.1732367	18.26166658	14.34083333	205.2799227	332.6330532	192.5770308	44.8900015	28.7649995	0	0	168.9949985	0.13708768	0.776657629	0.115676298	41.4949985	3.072659468	0.133169616	0.754460198	0.112370187	1.560577169	958	9	0	9	967	99.07	0.93	0	0.930713547	16.995
NM_PL14_130	NM_PL14	NM	M_PL22	M	NM_PL14_130_M_PL22	allopatric	allopatric	far_allopatric	0.99	0.99	0.147	0.1679	0.1679	0.0282	0.037925234	78.07017544	3.56	0.005164752	0.805	2.1435	15717	112.6	226.1	6036	23603	14036	33	11.6	2829.637	0.32	3352	39	126.2	1511	4990	12196	47	6.5	367.8916	0.25	0	7.666666667	21.66666667	23.8900005	119.615002	19.925	157.5650025	0.595	0.55	17.08666667	14.83083333	199.1359896	17.77499983	15.4791665	215.8903871	192.5770308	385.1540616	26.8600005	22.299999	0	0	163.4300025	0.151619967	0.759147019	0.126455746	43.8150005	2.730001156	0.146178793	0.731903568	0.121917639	1.204484381	631	46	18.5	64.5	695.5	90.73	6.61	2.66	9.273903666	14.2075
NM_PL14_130	NM_PL14	NM	M_PL27	M	NM_PL14_130_M_PL27	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.042966155	NA	NA	NA	0.8085	2.1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.666666667	16	57.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	585	17	15	32	617	94.81	2.76	2.43	5.186385737	13.56333333
NM_PL14_130	NM_PL14	NM	NM_PL14	NM	NM_PL14_130_NM_PL14	sympatric	sympatric	sympatric	16.73	24.015	0.972	1.932	3.142	0.285	0.053570949	81.67808219	4.458	0.001927824	0.835	2.9825	14631	89.2	2.7	5112	12636	18516	54	7.6	1442.351	0.42	6011	34.2	2	1373	3503	12237	51	6.3	1428.585	0.25	2	29.5	66.5	22.46	122.3400035	19.054999	156.455002	0.735	0.645	17.67000006	14.43666673	201.1086296	19.50083342	14.44333333	221.3810451	87.53501401	297.6190476	27.8050005	22.405	0	0	163.8550025	0.143555653	0.781950094	0.121792201	41.514999	2.946886823	0.137072409	0.746635755	0.116291836	1.241017652	863	84	12	96	959	89.99	8.76	1.25	10.01042753	18.59
NM_PL14_130	NM_PL14	NM	NM_PL35	NM	NM_PL14_130_NM_PL35	sympatric	allopatric	near_allopatric	NA	NA	NA	NA	NA	NA	0.031955542	67.90123457	2.115	0.013753258	0.797	2.015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28.33333333	42.33333333	16.0000005	109.480003	14.7699995	133.165001	0.565	0.59	18.7025	14.3275	210.9934072	18.98666667	13.5075	202.4064658	402.6610644	210.0840336	36.8149985	27.055	0	0	140.250003	0.120151694	0.822137966	0.110915026	30.77	3.558011147	0.114081998	0.780606065	0.105311937	1.360746572	528	36	2	38	566	93.29	6.36	0.35	6.713780919	17.71333333
NM_PL35_101	NM_PL35	NM	M_PL22	M	NM_PL35_101_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.052115107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.333333333	10	9.333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NM_PL35_101	NM_PL35	NM	M_PL27	M	NM_PL35_101_M_PL27	allopatric	allopatric	far_allopatric	0.01	0.399	0.768	NA	0.133	0.2555	0.055918049	74.05247813	2.854	0.003767907	0.815833333	2.3285	11208	131.7	183	6957	13608	19800	64	3.4	784.988	0.16	4314	76	1396.6	3638	7472	12193	73	7.5	1390.054	0.13	0	26	65	18.9899995	116.2250025	15.385	143.409996	0.705	0.61	16.88333325	13.34083333	176.4691883	17.98416667	13.89916667	196.8818117	157.5630252	350.140056	46.9250015	37.8950005	1.007580726	0.067172048	150.600002	0.132417544	0.810438643	0.10727983	34.3749995	3.381091031	0.126095613	0.771746354	0.102158033	1.238290035	395	23	3	26	421	93.82	5.46	0.71	6.175771971	16.31833333
NM_PL35_101	NM_PL35	NM	NM_PL14	NM	NM_PL35_101_NM_PL14	sympatric	allopatric	near_allopatric	NA	NA	NA	NA	NA	NA	0	NA	NA	0.002110601	NA	1.7635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	13	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	732	6	5	11	743	98.52	0.81	0.67	1.480484522	17.94333333
NM_PL35_101	NM_PL35	NM	NM_PL35	NM	NM_PL35_101_NM_PL35	sympatric	sympatric	sympatric	6.876	6.876	1.018	1.1977	1.1977	0.1921	0.014736264	81.25	4.333	0.011387132	0.792	1.4903	2207	14.9	2.2	2417	4860	15821	45	3.7	2272.33	0.28	1779	14.5	1	1562	5293	13168	119	3.4	471.642	0.23	0	43	34.5	19.8999995	143.5750045	17.71	176.9000015	0.66	0.585	18.00666683	13.46	191.1166835	17.5125	14.1725	195.6387687	490.1960784	297.6190476	28.9399995	23.2200005	0	0	181.185004	0.11249293	0.811616751	0.100113057	37.6099995	3.817468929	0.109832486	0.792422117	0.097745396	1.246339314	393	25	1	26	419	93.79	5.97	0.24	6.205250597	17.30166667
NM_PL35_103	NM_PL35	NM	M_PL22	M	NM_PL35_103_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.034296572	NA	NA	NA	0.796	2.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	8.666666667	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	34	0	34	88	61.36	38.64	0	38.63636364	19.29
NM_PL35_103	NM_PL35	NM	M_PL27	M	NM_PL35_103_M_PL27	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.042290758	NA	NA	NA	0.787333333	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11	78.5	30.9750005	135.6399995	24.875	194.3649975	0.735	0.65	16.91583342	14.28166675	190.9532881	16.58166667	14.77083333	192.3667933	140.0560224	280.1120448	55.125	38.799999	NA	NA	191.49	0.159365117	0.697862276	0.127980862	55.8500005	2.428648134	0.161757797	0.708339858	0.129902345	1.420747459	463	61	4	65	528	87.69	11.55	0.76	12.31060606	18.765
NM_PL35_103	NM_PL35	NM	NM_PL14	NM	NM_PL35_103_NM_PL14	sympatric	allopatric	near_allopatric	0.51	0.51	0.078	0.083	0.083	0.027	0.03089772	91.4893617	10.75	0.005304253	0.8275	2.6415	3851	80.5	3.9	2887	9770	23703	194	11.2	4783.458	0.52	NA	NA	1.5	NA	NA	10293	191	12.9	1105.216	0.17	0.666666667	33.33333333	49.33333333	13.54	103.4099995	13.705	123.91	0.615	0.6	15.01166658	12.9875	153.4015073	15.50416667	12.87416667	157.7899796	332.6330532	245.0980392	28.625	27.62	2.283849645	0	130.6549995	0.109272859	0.834557336	0.110604471	27.245	3.7955588	0.103631702	0.791473728	0.10489457	1.036386676	256	35	2	37	293	87.37	11.95	0.68	12.62798635	18.05666667
NM_PL35_103	NM_PL35	NM	NM_PL35	NM	NM_PL35_103_NM_PL35	sympatric	sympatric	sympatric	2.168	2.168	1.247	0.4619	0.4619	0.2561	0.020241465	74.15730337	2.87	0.01682072	0.752833333	0.766	816	11.5	2.9	1274	4269	11415	53	6	1801.367	0.22	840	14.2	1.8	1559	5147	9655	102	5	800.682	0.16	0.5	22	51	24.735001	161.415001	18.4899995	193.220001	0.515	0.48	17.38000033	14.795	202.2280145	18.85499992	14.75416667	218.8523817	385.1540616	280.1120448	43.465	28.299999	0.940408678	0	204.6400015	0.128014703	0.835394888	0.095694024	43.2250005	3.734297262	0.120870801	0.78877541	0.090353789	1.535865779	131	119	9	128	259	50.58	45.95	3.47	49.42084942	18.66
NM_PL35_104	NM_PL35	NM	M_PL22	M	NM_PL35_104_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.025637956	NA	NA	NA	0.801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	14	34	17.285	133.589996	15.675	156.614998	0.635	0.545	17.84250033	15.68166675	220.8900843	17.30000025	15.93833333	216.6026195	262.605042	280.1120448	35.5349995	20.9950005	NA	NA	166.549996	0.110366186	0.852983416	0.1000862	32.96	4.053094539	0.10378265	0.802101466	0.094115883	1.69254578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NM_PL35_104	NM_PL35	NM	M_PL27	M	NM_PL35_104_M_PL27	allopatric	allopatric	far_allopatric	0.632	5.9	0.733	0.135	1.524	0.1748	0.046037708	83.65019011	5.116	0.005162215	0.815	3.5713	15336	146.2	87.3	8069	17373	19504	63	4.8	1383.641	0.27	4002	41.2	84.6	2637	4316	13392	52	6.5	444.4205	0.13	2.5	22	55	21.985	161.6949995	21.1149995	202.8849945	0.7	0.665	19.7625	15.88166675	249.2160935	18.79000008	15.75416658	232.7039659	140.0560224	297.6190476	60.5650005	60.8399985	0	0	204.794999	0.108361883	0.796978603	0.104073737	43.0999995	3.751624162	0.107351254	0.789545645	0.103103101	0.99547998	253	37	3	40	293	86.35	12.63	1.02	13.65187713	18.09833333
NM_PL35_104	NM_PL35	NM	NM_PL14	NM	NM_PL35_104_NM_PL14	sympatric	allopatric	near_allopatric	5.395	5.395	0.861	0.698	0.698	0.181	0.022957932	88.51540616	7.707	0.002012908	0.834	3.2905	8985	67.8	3.6	5491	14608	19475	105	9.4	2683.148	0.5	5956	30.7	1	1225	3505	16962	51	10.3	861.835	0.3	0.666666667	20.66666667	52	22.0949995	145.364998	25.3199995	162.4000015	0.515	0.605	17.8	15.98416667	223.2289686	19.74000042	16.30333333	253.1957029	87.53501401	280.1120448	32.8549995	25.45	0.067172048	0	192.779997	0.136052951	0.895104659	0.155911326	47.414999	3.065801984	0.114612511	0.754046064	0.131341425	1.290962652	302	58	2	60	362	83.43	16.02	0.55	16.57458564	19.18333333
NM_PL35_104	NM_PL35	NM	NM_PL35	NM	NM_PL35_104_NM_PL35	sympatric	sympatric	sympatric	5.035	5.035	1.408	0.7084	0.7084	0.3508	0.020778254	80.12048193	4.03	0.012702865	0.7255	0.8768	1987	9.9	4.4	1694	4153	14332	59	4	2800.507	0.33	2603	10.3	1.5	1243	2993	8604	78	5.6	602.6695	0.26	0.666666667	20	32	22.3050005	107.8900035	20.21	137.3099975	0.56	0.55	18.42166667	15.41249983	224.5049368	18.67083375	16.68666658	246.8396981	157.5630252	227.5910364	53.834999	43.9300005	0	0	150.405004	0.162442655	0.785740335	0.147185204	42.5150005	2.537692632	0.14829959	0.71732988	0.134370529	1.225472306	309	37	0	37	346	89.31	10.69	0	10.69364162	16.41333333
NM_PL35_105	NM_PL35	NM	M_PL22	M	NM_PL35_105_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.003847393	NA	NA	NA	0.822	1.044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.333333333	27.33333333	28.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	340	13	4	17	357	95.24	3.64	1.12	4.761904762	14.185
NM_PL35_105	NM_PL35	NM	M_PL27	M	NM_PL35_105_M_PL27	allopatric	allopatric	far_allopatric	0.366	0.366	0.335	0.098	0.098	0.0801	0.049423364	78.89908257	3.739	0.002323478	0.8195	2.7793	9582	170.3	351.2	8238	16421	17616	43	4.2	1267.004	0.16	3421	111.8	1162.6	4068	6987	9847	58	6.8	1398.7425	0.1	3.333333333	15.33333333	39.66666667	22.755	122.2299995	18.1899995	159.409996	0.72	0.555	17.85666658	15.51166658	218.5184294	16.63333308	14.46916667	188.490301	175.070028	332.6330532	41.3600005	36.3549995	0.067172048	0	163.174999	0.142745126	0.766764962	0.114108274	40.9449995	2.985224105	0.13945151	0.749073083	0.111475407	1.137670226	709	27	14	41	750	94.53	3.6	1.87	5.466666667	14.89333333
NM_PL35_105	NM_PL35	NM	NM_PL14	NM	NM_PL35_105_NM_PL14	sympatric	allopatric	near_allopatric	1.801	1.801	0.16	0.255	0.255	0.045	0.016898309	90	9	0.001244208	0.832666667	2.1643	4080	64.6	4.2	4190	13690	23609	113	9	4240.624	0.42	2196	31.4	1.3	1344	9796	15406	62	12.4	1392.829	0.44	0	20	57	18.1849995	80.689999	14.12	102.549999	0.66	0.6	16.82666683	14.34000008	192.3615538	16.76749975	15.18333333	199.671255	157.5630252	210.0840336	36.4449995	27.0900005	0	0	112.9949985	0.177328129	0.786835688	0.137688934	32.3049995	2.497755773	0.160936322	0.714102395	0.124961283	1.345330337	531	16	18	34	565	93.98	2.83	3.19	6.017699115	17.52833333
NM_PL35_105	NM_PL35	NM	NM_PL35	NM	NM_PL35_105_NM_PL35	sympatric	sympatric	sympatric	0.944	0.944	0.915	0.1517	0.1517	0.1635	0.019764324	76.87861272	3.325	0.00910701	0.772666667	1.1453	2505	12.1	2.3	2699	7439	24381	54	4.3	1744.556	0.43	1984	11	3.7	1578	4013	11899	151	7.1	1414.1715	0.22	1.333333333	23.66666667	48.33333333	21.995	115.914997	20.16	150.5699995	0.6	0.475	19.44250017	14.54916667	222.3794967	19.68583325	16.29333325	252.4027769	280.1120448	262.605042	46.8550015	30.7950005	0.873236629	0.201516145	158.069997	0.146078237	0.769841252	0.133891214	42.155	2.749733057	0.139147216	0.733314349	0.127538435	1.521513257	335	9	2	11	346	96.82	2.6	0.58	3.179190751	14.57
NM_PL35_106	NM_PL35	NM	M_PL22	M	NM_PL35_106_M_PL22	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.010329898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NM_PL35_106	NM_PL35	NM	M_PL27	M	NM_PL35_106_M_PL27	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.036780608	82.14285714	4.6	0.002226745	0.814666667	2.0597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	10.5	81	21.74249975	159.2249985	19.28749975	196.467499	0.7425	0.65	20.35750017	16.67291646	270.0534398	20.62375013	16.13624996	264.9519669	70.0280112	210.0840336	60	46.205	0.268688194	0	200.254998	0.110667158	0.810439382	0.098171453	41.0299995	3.880697062	0.108574068	0.795111234	0.096314698	1.298560762	307	2	3	5	312	98.4	0.64	0.96	1.602564103	15.84833333
NM_PL35_106	NM_PL35	NM	NM_PL14	NM	NM_PL35_106_NM_PL14	sympatric	allopatric	near_allopatric	2.933	2.933	0.098	0.353	0.353	0.0283	0.012495586	88.07785888	7.388	0.004061477	0.8295	3.4985	8463	79.8	3.4	4742	17922	19870	103	7.5	3640.309	0.47	2506	45.8	2.4	1652	3928	12087	124	9.3	4166.913	0.25	2	24	61	22.825	140.7999955	17.2300005	172.595001	0.715	0.49	17.03666675	14.42000008	193.5366589	16.04916658	13.58166667	171.4900124	245.0980392	262.605042	38.314999	33.5900005	0.335860242	0	180.854996	0.132246009	0.815782582	0.099829082	40.0550005	3.51516649	0.126206079	0.778524224	0.095269696	1.140666818	473	13	4	17	490	96.53	2.65	0.82	3.469387755	17.09
NM_PL35_106	NM_PL35	NM	NM_PL35	NM	NM_PL35_106_NM_PL35	sympatric	sympatric	sympatric	5.422	5.422	1.706	0.6904	0.6904	0.4127	0.019016264	84.29752066	5.368	0.009682246	0.772666667	1.2257	2864	16.5	1.6	2570	8510	18821	47	4.3	1476.071	0.43	1887	11.8	0.7	1409	3037	7865	72	4.6	269.768	0.2	1	23.33333333	43	27.46	174.555	20.75	212.739998	0.575	0.53	18.21333367	14.80833342	212.9215717	18.77000033	14.93083325	220.7045442	315.1260504	245.0980392	67.2200015	37.6149995	0	0	222.765	0.129077749	0.82050861	0.0975369	48.21	3.620721842	0.123268916	0.783583597	0.093147487	1.787053101	310	7	4	11	321	96.57	2.18	1.25	3.426791277	14.01166667
NM_PL35_107	NM_PL35	NM	M_PL22	M	NM_PL35_107_M_PL22	allopatric	allopatric	far_allopatric	0.56	0.56	0.196	0.1026	0.1026	0.0375	0.020655621	80.11695906	4.029	0.015440659	0.814	2.409	7634	52.1	129.4	5480	17093	9339	32	6.2	1451.97	0.34	2399	91.5	152.2	2233	5979	11037	93	11.5	1068.443	0.22	NA	NA	NA	20.285	141.014999	17.255	162.459999	0.61	0.54	17.44249983	14.1075	193.6026743	16.91750025	14.02166667	186.905458	385.1540616	280.1120448	36.879999	22.634999	0	0	178.554999	0.124861505	0.867998276	0.10621076	37.54	3.756393154	0.113606452	0.789756656	0.096636891	1.629335128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
